Feed,Sentiment
في مثل هذا الطقس البارد قام توم بطرد جيري خارج المنزل,Negative
لا تفرحي حتى ترين رئيس جديد مع الفريق ربما مثل مسلسل الماضي,Negative
قصتها شبيهة بقصتي جدا,Negative
يانفس إن لم تظفري لا تجزعي وإلى موائد جود مولاك اهرعي وإذا تأخر مطلب فلربما في ذلك التأخير كل المطمع,Negative
كنا نحب بعضنا البعض فيما مضي,Negative
اكتر ناس بنقدر ننساهم بسهولة هم اكتر ناس بهدلونا نفسيا,Negative
أعوذ بالله من شعور النفس الحزينة وخيبة القلب المخبأة وصمت الأحاديث والعتب الظاهر في العين وعجز الفعل واصطناع الحال بغير ماهو عليه,Negative
أشلاء عشق من حنجرة الذاكرة,Negative
كلموني أبدا كي تخفوا الألما و استجيبوا للدعا إلى,Negative
كيف تجعل ابواب الجنه تفتح لك استشهاد ضابط سعودي باليمن,Negative
عندما أعفو يعني أن قلبي أسود قد يكون الخطأ فاق المقدرة أليس العفو مقرونا بالمقدرة,Negative
كان تتويجهم اليوم علينا,Negative
صباح الخير ياصباح ن صبح القلب مع هذا الصباح,Negative
اصلح شاشة التلفون او ايفون جديد,Negative
يالله في هذا الوقت وكل وقت,Negative
وضعي طبيعي أعامل البندول معاملة البنك,Negative
يارب سلم أهلي من أذى الدنيا وحزن الأيام,Negative
الخوف بجد انك تخسر الانسان الوحيد الا كان حلمك تكون معته,Negative
تعبت من الحلوين قسم بالله تعبت,Negative
كيف اخطأت ورحل زوران بقناعاته حاولت اعديها وعيت تعدي,Negative
اشتاق لك في غيابك و ابقى احبك لو ديارك بعيده ليتك تدري عن حالي في غيابك,Negative
احد يجيب لي كتاب غفران يا جماعه,Negative
جعلك الله يا أبي قرير العين في مرقدك يا نورا لعين من بعدك انعمت,Negative
اكثر الأشياء وجعا هو اجبار ملامح الوجه ع رسم معالم اخرى تعاكس إحساسك تماما الحمدلله,Negative
الحكم لديكم لا خوف عليكم,Negative
هذه لك ي المعجب الخفي,Negative
ما أوجع الخيانة اذا كانت من أهل الدار وثقنا فيهم دهاليز الظلام,Negative
قالت له زوجته ماذا أعني لك قال أنتي كنز فقالت أثبت لي ذلك دفنها,Negative
اعزف يا سيرجي فقد أبكى لحنك صديقك قبل عدوك,Negative
لقطة من الشتاء الجميل اكثر شي بشتاقله جدر السعادة اتمنى لكم صيف مميز جدا,Negative
سؤال للجميع لماذا نحن الرجال اذا احببنا المرأه تموت جميع النساء بآعيننا,Negative
بالفعل الإنسان يشيخ والنهاية تقترب وتصبح كل لحظة أثمن,Negative
اخر تويته عشان اقفله لاجل غير مسمى,Negative
والنفس تبكي علي الدنيا وقد علمت ان السلامه فيها ترك ما فيها,Negative
اخر كلمه للاجازه احبها الاجازة راحت,Negative
كيف ضاعت الهلال النصر,Negative
اي واحد يشبه سنان ونفس عيونه وابتسامته يتواصل معي انا بديت اتعب,Negative
تعبت من الاصوات الحلوة,Negative
بكره حديث واستاذه جديده الله يستر كيف اختبارها,Negative
يارب أيام جميلة ف حياتي,Negative
انام متأخر اقوم الصبح انام من وقت اقوم الصبح يالله صباح الخير,Negative
حينما يشعر قلبك بضيق أيقظه سريعا بقول الحق أليس الله بكاف عبده,Negative
ولا تدري كم صرف الله عنك من ا ذى وأنت كا حمق ما زلت تبكي,Negative
ذاك الفقد الذي كل يوم يزداد حدة بقلبي فلا يبرى الجرح أبدا,Negative
بشار الاسد حيوان يكرم الحيوان لا تظلم الحيوان وتشبهه ببشار القذر,Negative
أنا معد عندي كلام أقوله أنتم عندكم اكتبوا بدالي تعبت أنا,Negative
جرحك الأولي ما طاب كيف يهون عليك تجرحني مره ثانية,Negative
لأني أتذكر وعدي لك حتى بعد الغياب باقي أحبك فكيف لي أن أنساك وأنا أحبك,Negative
ابتسم لحياتك وابتسم لكل ماهو حولك وفكر في كل مايسعدك فالحياة أمل,Negative
يارب ارح كل شعور مرهق اشعر به كل الم كل لحظة فقد يا الله,Negative
لقطه محزنه ان شاءلله اليوم الانتقام بوفون يوفنتوس برشلونه,Negative
السفر وحيدا هروب من الانتظار,Negative
لكل من يعاني من آلام الظهر إليك هذه النصائح لتفادي الإصابة بمضاعفات لا تنسى تسجل الإعجاب,Negative
اذا امتحان الكيميا خايس مثل ما يقولون كيف الاحيا,Negative
لما يدزون لك واتساب كوب قهوتهم و تقارنه بكوب قهوتك,Negative
حاولت أن أفعل كل شيء ليعرف كم أنا أحبهه لكنه لا يفهمني,Negative
فقيدي سلاما على عينيك النائمة طويلا وجسدك النائم تحت التراب بابا,Negative
أكرهك بقدر كرهي لكلاس الساعة,Negative
يا حياة الشقى اربطي الحزام,Negative
اكثر شي يقهر انك ترسل شي لشخص تحبه ويرد عليك ببرود,Negative
جدي و حبيبي ذات يوم غفيت على أمل شفاؤك و استيقظت على خبر رحيلك رحمك الله بقدر شوقي لك,Negative
تحمل يا قلبي مسلسل ولا اروع,Negative
علي طاري السعاده تغريدتك اكبر مثال,Negative
كيم طول الامتحان افكر في الوقت الا ضاع وانا ادرس فيه للزق,Negative
هذا ساحر كيف كذا حياتك,Negative
جربت احساس انك أول ما تتعلق بحد يخرج من حياتك للأبد,Negative
ألا ينتابك هذا الشعور أحيانا أى شعور الرغبة في ألا توجد,Negative
يوم الام احتفلو بأمهاتكم بدون ان تأذو الأيتام,Negative
آخر مرة سيشهد البريدج على ارتداء جي تي شارة قيادة تشيلسي,Negative
وإذ قال إبراهيم رب أرني كيف تحيي الموتى قال أولم تؤمن قال بلى ولكن ليطمئن قلبي صدق الله العظيم مولاى,Negative
عشت حلما أنساني الواقع فتركته لكم,Negative
كم هو مؤلم أن ترى شخصا تحبه لا تستطيع الاقتراب منه فقط تنظر إليه نظرة انكسار لأنه لم يعد ملكك,Negative
الإصرار على النجاح رغم المعوقات العديدة هو نجاح في حد ذاته,Negative
حكم برازيلي يتعرض لإصابة قوية,Negative
أسال نفسك كم واحد او واحدة نقذتهم فى عمرك كله كم هل نقذت ذات يوما يتيم أرملة تربى ايتام رجل عاجز عن العمل جائع مطلقة معيلة مسكين,Negative
ما بين يرجع لي وما يرجع الإنتظار أقسى من الفرقى,Negative
لا تهتم كثيرا ولا تعاتب احد ولا تركض خلف احد لتذكره بوجودك واعرف جيدا ان من يريدك لا ينسى ولا يتغير,Negative
الوجع أصم و الحنين اخرس و الشوق لا يرى و أصدق ما نشعر به أصعب من أن يروى,Negative
دموعنا ليست رخيصة ولكن انهكنا الحنين,Negative
استغربت من عدم احتفالية مورينهو بالهدف,Negative
احتفلوا بيوم الأم بهدؤ ف هناك أمهات تتألم لفقد أبنائهم وهناك أيتام تتألم لفقد أمهاتهم يوم الام,Negative
